Adults,Infants,Preschoolers,School-Age,Teenager,Housing,Child Care,Food,Transportation,Health Care,Miscellaneous,Taxes,Earned Income Tax Credit,Child Care Tax Credit,Child Tax Credit,Hourly,Monthly,Annual,Monthly Savings Contribution
3,3,0,2,0,1455.83,3498.04,1893.37,445.35,616.69,790.93,2454.65,0,-100,-416.67,30.22,10638.19,127658.27,201.09
3,3,0,1,1,1455.83,2881.73,1913.3,445.35,632.07,732.83,2118.74,0,-100,-416.67,27.45,9663.18,115958.15,178.61
3,3,0,0,2,1455.83,2265.42,1933.23,445.35,647.45,674.73,1860.32,0,-100,-416.67,24.9,8765.66,105187.96,134.33
3,2,3,0,0,1455.83,3667.76,1785.58,445.35,594.81,794.93,2479.06,0,-100,-416.67,30.42,10706.65,128479.84,202.56
3,2,2,1,0,1455.83,3564.91,1842.65,445.35,604.2,791.29,2455.55,0,-100,-416.67,30.24,10643.11,127717.28,201.2
3,2,2,0,1,1455.83,2948.6,1862.58,445.35,619.58,733.19,2118.95,0,-100,-416.67,27.46,9667.41,116008.92,178.72
3,2,1,2,0,1455.83,3462.06,1899.72,445.35,613.58,787.65,2432.05,0,-100,-416.67,30.06,10579.56,126954.73,199.83
3,2,1,1,1,1455.83,2845.75,1919.65,445.35,628.96,729.55,2104.32,0,-100,-416.67,27.31,9612.74,115352.87,177.35
3,2,1,0,2,1455.83,2229.44,1939.58,445.35,644.34,671.45,1845.9,0,-100,-416.67,24.76,8715.22,104582.68,133.25
3,2,0,3,0,1455.83,3359.21,1956.78,445.35,622.96,784.01,2408.54,0,-100,-416.67,29.88,10516.01,126192.18,198.46
3,2,0,2,1,1455.83,2742.9,1976.71,445.35,638.34,725.91,2089.69,0,-100,-416.67,27.15,9558.07,114696.82,175.98
3,2,0,1,2,1455.83,2126.59,1996.65,445.35,653.72,667.81,1831.27,0,-100,-416.67,24.6,8660.55,103926.62,132.07
3,2,0,0,3,1455.83,1510.28,2016.58,445.35,669.1,609.71,1514.66,0,-100,-416.67,21.89,7704.84,92458.11,112.73
3,1,4,0,0,1455.83,3631.78,1791.93,445.35,591.7,791.66,2456.45,0,-100,-416.67,30.25,10648.02,127776.29,201.3
3,1,3,1,0,1455.83,3528.93,1848.99,445.35,601.08,788.02,2432.94,0,-100,-416.67,30.07,10584.48,127013.74,199.93
3,1,3,0,0,1455.83,2912.62,1868.93,445.35,616.46,729.92,2104.53,0,-100,-416.67,27.32,9616.97,115403.64,177.46
3,1,2,2,0,1455.83,3426.08,1906.06,445.35,610.47,784.38,2409.44,0,-100,-416.67,29.89,10520.93,126251.19,198.56
3,1,2,1,1,1455.83,2809.77,1925.99,445.35,625.85,726.28,2089.9,0,-100,-416.67,27.17,9562.3,114747.59,176.09
3,1,2,0,2,1455.83,2193.46,1945.92,445.35,641.23,668.18,1831.49,0,-100,-416.67,24.62,8664.78,103977.39,132.16
3,1,1,3,0,1455.83,3323.23,1963.13,445.35,619.85,780.74,2385.93,0,-100,-416.67,29.71,10457.39,125488.63,197.19
3,1,1,2,1,1455.83,2706.92,1983.06,445.35,635.23,722.64,2075.27,0,-100,-416.67,27.01,9507.63,114091.53,174.72
3,1,1,1,2,1455.83,2090.61,2002.99,445.35,650.61,664.54,1816.85,0,-100,-416.67,24.46,8610.11,103321.34,130.98
3,1,1,0,3,1455.83,1474.3,2022.92,445.35,665.99,606.44,1500.24,0,-100,-416.67,21.75,7654.4,91852.82,111.65
3,1,0,4,0,1455.83,3220.38,2020.2,445.35,629.23,777.1,2362.43,0,-100,-416.67,29.53,10393.84,124726.08,195.82
3,1,0,3,1,1455.83,2604.07,2040.13,445.35,644.61,719,2060.64,0,-100,-416.67,26.86,9452.96,113435.48,173.35
3,1,0,2,2,1455.83,1987.76,2060.06,445.35,659.99,660.9,1802.22,0,-100,-416.67,24.31,8555.44,102665.29,129.8
3,1,0,1,3,1455.83,1371.45,2079.99,445.35,675.37,602.8,1485.61,0,-100,-416.67,21.59,7599.73,91196.77,110.47
3,1,0,0,4,1455.83,755.14,2099.92,445.35,690.75,544.7,1227.19,0,-100,-416.67,19.04,6702.21,80426.58,91.13
3,0,5,0,0,1455.83,3595.8,1798.27,445.35,588.59,788.38,2433.84,0,-100,-416.67,30.08,10589.4,127072.75,200.04
3,0,4,1,0,1455.83,3492.95,1855.34,445.35,597.97,784.74,2410.34,0,-100,-416.67,29.9,10525.85,126310.2,198.67
3,0,4,0,1,1455.83,2876.64,1875.27,445.35,613.35,726.64,2090.12,0,-100,-416.67,27.18,9566.53,114798.36,176.19
3,0,3,2,0,1455.83,3390.1,1912.41,445.35,607.35,781.1,2386.83,0,-100,-416.67,29.72,10462.3,125547.64,197.3
3,0,3,1,1,1455.83,2773.79,1932.34,445.35,622.74,723,2075.48,0,-100,-416.67,27.02,9511.86,114142.3,174.83
3,0,3,0,2,1455.83,2157.48,1952.27,445.35,638.12,664.9,1817.07,0,-100,-416.67,24.47,8614.34,103372.11,131.07
3,0,2,3,0,1455.83,3287.25,1969.48,445.35,616.74,777.46,2363.32,0,-100,-416.67,29.54,10398.76,124785.09,195.93
3,0,2,2,1,1455.83,2670.94,1989.41,445.35,632.12,719.36,2060.85,0,-100,-416.67,26.87,9457.19,113486.25,173.46
3,0,2,1,2,1455.83,2054.63,2009.34,445.35,647.5,661.26,1802.44,0,-100,-416.67,24.32,8559.67,102716.06,129.89
